station,line,lat,lon
완정역,인천2호선,37.592841,126.673034
왕길역,인천2호선,37.595130,126.642477
왕십리역,2호선,37.561268,127.037103
왕십리역,5호선,37.562040,127.037331
왕십리역,경의중앙선,37.562058,127.038333
왕십리역,수인분당선,37.560640,127.038784
외대앞역,1호선,37.596274,127.063693
용답역,2호선,37.562123,127.050890
용두역,2호선,37.574062,127.038276
용마산역,7호선,37.573668,127.086720
용문역,경의중앙선,37.481802,127.593795
용산역,1호선,37.529774,126.964630
용산역,경의중앙선,37.529607,126.964758
용인중앙시장역,용인에버라인,37.237911,127.209052
우장산역,5호선,37.548816,126.836326
운길산역,경의중앙선,37.554643,127.310232
운서역,공항철도,37.492808,126.493729
운양역,김포골드라인,37.653775,126.683844
운연역,인천2호선,37.439643,126.759607
운정역,경의중앙선,37.725602,126.767163
운정중앙역,GTX-A,37.716127,126.728145
운천역,경의중앙선,37.879851,126.769909
원당역,3호선,37.653110,126.842918
원덕역,경의중앙선,37.468782,127.546559
원시역,서해선,37.302624,126.786794
원인재역,수인분당선,37.413212,126.686458
원인재역,인천1호선,37.412369,126.687889
원종역,서해선,37.524189,126.804845
원흥역,3호선,37.650692,126.873025
월계역,1호선,37.633278,127.058857
월곡역,6호선,37.601804,127.041461
월곶역,수인분당선,37.391821,126.742708
월내역,동해선,35.328102,129.276717
월드컵경기장역,6호선,37.569636,126.899098
월롱역,경의중앙선,37.796215,126.792586
윗반송역,부산4호선,35.232395,129.153754
율리역,부산2호선,35.246254,129.012868
을지로3가역,2호선,37.566291,126.990984
을지로3가역,3호선,37.566431,126.992615
을지로4가역,2호선,37.566641,126.997632
을지로4가역,5호선,37.567564,126.998045
을지로입구역,2호선,37.566036,126.982195
응봉역,경의중앙선,37.549953,127.034484
응암역,6호선,37.598493,126.915540
의왕역,1호선,37.320342,126.947977
의정부시청역,의정부경전철,37.739235,127.034848
의정부역,1호선,37.738362,127.045957
의정부중앙역,의정부경전철,37.743680,127.049650
이대역,2호선,37.556815,126.946430
이매역,경강선,37.394714,127.127319
이매역,수인분당선,37.396209,127.128288
이수역,7호선,37.485289,126.981676
이천역,경강선,37.264226,127.442168
이촌역,4호선,37.522373,126.974520
이촌역,경의중앙선,37.522413,126.973544
이태원역,6호선,37.534525,126.994334
인덕원역,4호선,37.401494,126.976680
인제대역,부산김해경전철,35.228131,128.901689
인천가좌역,인천2호선,37.489835,126.675243
인천공항1터미널역,공항철도,37.447529,126.452585
인천공항2터미널역,공항철도,37.468801,126.433643
인천논현역,수인분당선,37.400659,126.722452
인천대공원역,인천2호선,37.448477,126.752852
인천대입구역,인천1호선,37.386206,126.639542
인천시청역,인천1호선,37.457736,126.702236
인천시청역,인천2호선,37.456913,126.701104
인천역,1호선,37.476167,126.616822
인천역,수인분당선,37.476470,126.617396
인천터미널역,인천1호선,37.441917,126.699695
인하대역,수인분당선,37.448339,126.649763
일광역,동해선,35.267581,129.233093
일산역,경의중앙선,37.682229,126.769508
일산역,서해선,37.681779,126.770554
일원역,3호선,37.483989,127.084130
임진강역,경의중앙선,37.888275,126.747078
임학역,인천1호선,37.545012,126.738633
자갈치역,부산1호선,35.097196,129.026070
자양역,7호선,37.531559,127.066795
작전역,인천1호선,37.530271,126.722561
잠실나루역,2호선,37.520712,127.103809
잠실새내역,2호선,37.511626,127.086314
잠실역,2호선,37.513311,127.100231
잠실역,8호선,37.514312,127.103271
잠원역,3호선,37.512890,127.011419
장기역,김포골드라인,37.644065,126.669079
장림역,부산1호선,35.081962,128.977351
장산역,부산2호선,35.169956,129.177023
장승배기역,7호선,37.504899,126.939072
장신대역,부산김해경전철,35.259521,128.867201
장암역,7호선,37.699957,127.052818
장자호수공원역,8호선,37.587577,127.137934
장전역,부산1호선,35.238075,129.088143
장지역,8호선,37.478632,127.126177
장한평역,5호선,37.561604,127.063704
재송역,동해선,35.188081,129.120093
전곡역,1호선,38.024441,127.071725
전대.에버랜드역,용인에버라인,37.285413,127.219509
전포역,부산2호선,35.153088,129.065385
정릉역,우이신설경전철,37.602615,127.013540
정발산역,3호선,37.659481,126.773406
정부과천청사역,4호선,37.426505,126.989868
정왕역,4호선,37.351701,126.743350
정왕역,수인분당선,37.352013,126.742261
정자역,수인분당선,37.366174,127.108097
정자역,신분당선,37.367327,127.108519
제기동역,1호선,37.578173,127.034949
제물포역,1호선,37.466819,126.657494
종각역,1호선,37.570228,126.983151
종로3가역,1호선,37.570421,126.992153
종로3가역,3호선,37.571563,126.991876
종로3가역,5호선,37.572589,126.990418
종로5가역,1호선,37.570976,127.001538
종합운동장역,2호선,37.511145,127.073849
종합운동장역,9호선,37.511410,127.076324
종합운동장역,부산3호선,35.191554,129.067429
좌천역,동해선,35.311832,129.245295
좌천역,부산1호선,35.134382,129.054455
주례역,부산2호선,35.150486,129.002874
주안국가산단역,인천2호선,37.473913,126.681220
주안역,1호선,37.465052,126.679968
주안역,인천2호선,37.465155,126.679016
주엽역,3호선,37.670149,126.761264
죽전역,수인분당선,37.324377,127.107505
중계역,7호선,37.645092,127.064110
중곡역,7호선,37.565922,127.084312
중동역,1호선,37.486682,126.764534
중동역,부산2호선,35.166683,129.168762
중랑역,경의중앙선,37.594843,127.075680
중랑역,경춘선,37.595083,127.076790
중앙보훈병원역,9호선,37.528403,127.148412
중앙역,4호선,37.315995,126.838830
중앙역,부산1호선,35.103725,129.036364
중앙역,수인분당선,37.316040,126.837959
중화역,7호선,37.602553,127.079312
증미역,9호선,37.558133,126.860637
증산역,6호선,37.583746,126.909495
증산역,부산2호선,35.308258,129.010288
지게골역,부산2호선,35.135563,129.074424
지내역,부산김해경전철,35.227475,128.923762
지석역,용인에버라인,37.269737,127.136633
지식정보단지역,인천1호선,37.377507,126.645861
지축역,3호선,37.648149,126.913854
지행역,1호선,37.892343,127.055793
직산역,1호선,36.870933,127.143824
진위역,1호선,37.110079,127.062356
진접역,4호선,37.719908,127.203247
창동역,1호선,37.653339,127.047645
창동역,4호선,37.653371,127.048388
창신역,6호선,37.579415,127.015297
천마산역,경춘선,37.659228,127.285063
천안역,1호선,36.810523,127.146489
천왕역,7호선,37.486856,126.838605
천호역,5호선,37.538511,127.123928
천호역,8호선,37.537936,127.123203
철산역,7호선,37.476193,126.868211
청계산입구역,신분당선,37.448355,127.054720
청구역,5호선,37.560210,127.013944
청구역,6호선,37.560917,127.014166
청담역,7호선,37.519456,127.053718
청라국제도시역,공항철도,37.556464,126.624660
청량리역,1호선,37.580037,127.044727
청량리역,경의중앙선,37.580279,127.047866
청량리역,경춘선,37.581273,127.048636
청량리역,수인분당선,37.580895,127.047848
청명역,수인분당선,37.259540,127.078969
청산역,1호선,37.995089,127.074274
청평역,경춘선,37.735516,127.426623
체육공원역,부산3호선,35.212474,128.969425
초당역,용인에버라인,37.260806,127.159469
초량역,부산1호선,35.120530,129.042661
초월역,경강선,37.373379,127.299905
초지역,4호선,37.320440,126.806473
초지역,서해선,37.319743,126.807842
초지역,수인분당선,37.320896,126.805462
총신대입구역,4호선,37.486800,126.982212
춘의역,7호선,37.503699,126.786998
충렬사역,부산4호선,35.200283,129.097882
충무로역,3호선,37.561397,126.994150
충무로역,4호선,37.561511,126.995255
충정로역,2호선,37.559763,126.964492
충정로역,5호선,37.560429,126.963040
캠퍼스타운역,인천1호선,37.388443,126.662206
킨텍스역,GTX-A,37.665243,126.748257
탄현역,경의중앙선,37.693989,126.761078
탑석역,의정부경전철,37.733487,127.088908
탕정역,1호선,36.788209,127.084392
태릉입구역,6호선,37.617350,127.074752
태릉입구역,7호선,37.618460,127.075405
태평역,수인분당선,37.439789,127.127750
테크노파크역,인천1호선,37.382281,126.656299
토성역,부산1호선,35.100785,129.019786
퇴계원역,경춘선,37.648266,127.143537
파주역,경의중앙선,37.815366,126.792691
판교역,경강선,37.394776,127.111983
판교역,신분당선,37.394778,127.111198
팔당역,경의중앙선,37.547359,127.243966
평강역,부산김해경전철,35.214039,128.950682
평내호평역,경춘선,37.653214,127.244439
평촌역,4호선,37.394240,126.963808
평택역,1호선,36.990849,127.085273
평택지제역,1호선,37.018902,127.070514
풍무역,김포골드라인,37.612428,126.732449
풍산역,경의중앙선,37.672668,126.786084
풍산역,서해선,37.671933,126.786513
하계역,7호선,37.636477,127.067991
하남검단산역,5호선,37.539803,127.223219
하남시청역,5호선,37.541978,127.206298
하남풍산역,5호선,37.552290,127.204007
하단역,부산1호선,35.106239,128.966787
학동역,7호선,37.514346,127.031902
학여울역,3호선,37.496885,127.071167
한강진역,6호선,37.539791,127.001765
한국항공대역,경의중앙선,37.602973,126.868322
한남역,경의중앙선,37.529429,127.009209
한대앞역,4호선,37.309429,126.854023
한대앞역,수인분당선,37.310207,126.853246
한성대입구역,4호선,37.588425,127.006018
한성백제역,9호선,37.516538,127.116449
한양대역,2호선,37.555716,127.043640
한티역,수인분당선,37.496286,127.052910
합정역,2호선,37.549913,126.914454
합정역,6호선,37.548784,126.914213
해운대역,부산2호선,35.163648,129.158897
행당역,5호선,37.557364,127.029512
행신역,경의중앙선,37.612122,126.834288
혜화역,4호선,37.582044,127.001945
호구포역,수인분당선,37.401642,126.708683
호포역,부산2호선,35.280833,129.017518
홍대입구역,2호선,37.556871,126.923779
홍대입구역,경의중앙선,37.557449,126.927119
홍대입구역,공항철도,37.557305,126.927010
홍제역,3호선,37.588795,126.944158
화계역,우이신설경전철,37.634087,127.017510
화곡역,5호선,37.541651,126.840455
화랑대역,6호선,37.619842,127.083542
화명역,부산2호선,35.235793,129.013862
화서역,1호선,37.284002,126.989612
화정역,3호선,37.634644,126.832688
회기역,1호선,37.589796,127.058048
회기역,경의중앙선,37.589530,127.057826
회기역,경춘선,37.589922,127.058538
회룡역,1호선,37.723806,127.047295
회룡역,의정부경전철,37.724995,127.047069
회현역,4호선,37.558761,126.978437
효자역,의정부경전철,37.753991,127.077227
효창공원앞역,6호선,37.539309,126.961398
효창공원앞역,경의중앙선,37.538606,126.962824
흑석역,9호선,37.509165,126.963463
흥선역,의정부경전철,37.743283,127.037176
